Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2357c		RefSeq	misc_feature	2640480	2640503	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1157c		RefSeq	CDS	1283056	1284171	1116	-		371		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0789c		RefSeq	CDS	883451	884050	600	-		199		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2051c		RefSeq	CDS	2308131	2310755	2625	-		874	ppm1	polyprenol-monophosphomannose synthase Ppm1				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2906c		RefSeq	CDS	3215665	3216357	693	-		230	trmD	tRNA (guanine-N(1)-)-methyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2257c		RefSeq	CDS	2530004	2530822	819	-		272		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1218c		RefSeq	misc_feature	1362587	1362610	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0821c		RefSeq	CDS	913558	914199	642	-		213	phoY2	phosphate transport regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2772c		RefSeq	CDS	3081119	3081592	474	-		157		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3427c		RefSeq	misc_feature	3844296	3844319	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3721c		RefSeq	CDS	4164995	4166731	1737	-		578	dnaZX	DNA polymerase III subunits gamma and tau				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2688c		RefSeq	misc_feature	3005474	3005497	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0247c		RefSeq	CDS	298116	298862	747	-		248		fumarate reductase iron-sulfur subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2182c		RefSeq	CDS	2444586	2445329	744	-		247		1-acylglycerol-3-phosphate O-acyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3891c		RefSeq	CDS	4374049	4374372	324	-		107	esxD	ESAT-6 like protein EsxD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0344c		RefSeq	misc_feature	414873	414905	33	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2388c		RefSeq	CDS	2682015	2683142	1128	-		375	hemN	coproporphyrinogen III oxidase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3251c		RefSeq	misc_feature	3630610	3630642	33	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3324c		RefSeq	CDS	3709715	3710269	555	-		184	moaC	molybdenum cofactor biosynthesis protein C				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2399c		RefSeq	misc_feature	2695955	2695978	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1803c		RefSeq	CDS	2044923	2046842	1920	-		639	PE_PGRS32	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0410c		RefSeq	misc_feature	496463	496501	39	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2888c		RefSeq	misc_feature	3197911	3197934	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0964c		RefSeq	CDS	1076196	1076678	483	-		160		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0923c		RefSeq	CDS	1029513	1030577	1065	-		354		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2444c		RefSeq	CDS	2742123	2744984	2862	-		953	rne	ribonuclease E				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1812c		RefSeq	CDS	2054157	2055359	1203	-		400		dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2549c		RefSeq	CDS	2869727	2870122	396	-		131		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0765c		RefSeq	CDS	858037	858864	828	-		275		short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3234c		RefSeq	CDS	3610374	3611189	816	-		271		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0630c		RefSeq	misc_feature	724930	724953	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3663c		RefSeq	misc_feature	4103532	4103555	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2946c		RefSeq	misc_feature	3291677	3291724	48	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1118c		RefSeq	CDS	1241971	1242831	861	-		286		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0339c		RefSeq	misc_feature	408281	408304	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3344c		RefSeq	CDS	3736984	3738438	1455	-		484	PE_PGRS49	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2041c		RefSeq	CDS	2286527	2287846	1320	-		439		sugar-binding lipoprotein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3557c		RefSeq	CDS	3997029	3997631	603	-		200		TetR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2077c		RefSeq	CDS	2333323	2334294	972	-		323		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3461c		RefSeq	misc_feature	3880292	3880369	78	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3103c		RefSeq	CDS	3471413	3471850	438	-		145		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2584c		RefSeq	CDS	2910229	2910900	672	-		223	apt	adenine phosphoribosyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2231c		RefSeq	misc_feature	2505010	2505051	42	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3536c		RefSeq	CDS	3974511	3975296	786	-		261		hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3758c		RefSeq	misc_feature	4203968	4204012	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2104c		RefSeq	CDS	2364527	2364781	255	-		84		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3457c		RefSeq	misc_feature	3877866	3877889	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2163c		RefSeq	misc_feature	2425309	2425332	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3515c		RefSeq	misc_feature	3951925	3951960	36	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1917c		RefSeq	misc_feature	2165467	2165520	54	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3441c		RefSeq	misc_feature	3861041	3861085	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3761c		RefSeq	CDS	4205862	4206917	1056	-		351	fadE36	acyl-CoA dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0927c		RefSeq	misc_feature	1034107	1034193	87	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3380c		RefSeq	CDS	3795100	3795984	885	-		294		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2261c		RefSeq	CDS	2534042	2534464	423	-		140		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2870c		RefSeq	CDS	3181770	3183011	1242	-		413	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2497c		RefSeq	CDS	2810993	2812096	1104	-		367	pdhA	pyruvate dehydrogenase E1 component alpha subunit PdhA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2156c		RefSeq	CDS	2416396	2417475	1080	-		359	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0425c		RefSeq	CDS	510702	515321	4620	-		1539	ctpH	metal cation transporting P-type ATPase CtpH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1457c		RefSeq	CDS	1642537	1643322	786	-		261		unidentified antibiotic-transport integral membrane ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2940c		RefSeq	CDS	3276380	3282715	6336	-		2111	mas	multifunctional mycocerosic acid synthase membrane-associated MAS				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1252c		RefSeq	CDS	1399296	1399904	609	-		202	lprE	lipoprotein LprE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0076c		RefSeq	CDS	85183	85572	390	-		129		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1203c		RefSeq	CDS	1346321	1346905	585	-		194		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2352c		RefSeq	CDS	2632923	2634098	1176	-		391	PPE38	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0399c		RefSeq	CDS	477327	478556	1230	-		409	lpqK	lipoprotein LpqK				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1623c		RefSeq	CDS	1824430	1825887	1458	-		485	cydA	integral membrane cytochrome D ubiquinol oxidase (subunit I) cydA (cytochrome bd-I oxidase subunit I)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2250c		RefSeq	CDS	2524785	2525354	570	-		189		transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2286c		RefSeq	CDS	2558877	2559569	693	-		230		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3672c		RefSeq	CDS	4113521	4114342	822	-		273		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2784c		RefSeq	CDS	3092951	3093466	516	-		171	lppU	lipoprotein LppU				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1835c		RefSeq	CDS	2080701	2082587	1887	-		628		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0578c		RefSeq	misc_feature	673880	673954	75	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2550c		RefSeq	CDS	2870119	2870364	246	-		81		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2448c		RefSeq	CDS	2747595	2750225	2631	-		876	valS	valyl-tRNA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2264c		RefSeq	misc_feature	2537679	2537696	18	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1668c		RefSeq	CDS	1894224	1895342	1119	-		372		macrolide-transport ATP-binding protein ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2755c		RefSeq	CDS	3068189	3068464	276	-		91	hsdS.1	type I restriction/modification system specificity determinant HsdS				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2007c		RefSeq	CDS	2256084	2256428	345	-		114	fdxA	ferredoxin FDXA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1123c		RefSeq	CDS	1246144	1247052	909	-		302	bpoB	peroxidase BpoB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3370c		RefSeq	CDS	3781501	3784776	3276	-		1091	dnaE2	error-prone DNA polymerase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0813c		RefSeq	CDS	907338	908018	681	-		226		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0583c		RefSeq	CDS	678389	679075	687	-		228	lpqN	lipoprotein LpqN				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3061c		RefSeq	CDS	3423262	3425427	2166	-		721	fadE22	acyl-CoA dehydrogenase FADE22				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3529c		RefSeq	CDS	3965884	3967038	1155	-		384		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0761c		RefSeq	misc_feature	855602	855646	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0542c		RefSeq	CDS	634416	635504	1089	-		362	menE	O-succinylbenzoic acid--CoA ligase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1329c		RefSeq	CDS	1497195	1499189	1995	-		664	dinG	ATP-dependent helicase DING				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0610c		RefSeq	CDS	704752	705909	1158	-		385		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2454c		RefSeq	CDS	2753625	2754746	1122	-		373		2-oxoglutarate ferredoxin oxidoreductase subunit beta				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2323c		RefSeq	CDS	2595361	2596269	909	-		302		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3125c		RefSeq	CDS	3490476	3491651	1176	-		391	PPE49	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1980c		RefSeq	CDS	2223343	2224029	687	-		228	mpt64	immunogenic protein MPT64 (antigen MPT64/MPB64)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3384c		RefSeq	CDS	3799243	3799635	393	-		130		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2880c		RefSeq	CDS	3189851	3190678	828	-		275		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0235c		RefSeq	CDS	281166	282614	1449	-		482		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2832c		RefSeq	CDS	3138099	3139181	1083	-		360	ugpC	sn-glycerol-3-phosphate transport ATP-binding protein ABC transporter UGPC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2011c		RefSeq	CDS	2258854	2259285	432	-		143		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2743c		RefSeq	CDS	3056420	3057232	813	-		270		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2881c		RefSeq	misc_feature	3190902	3190925	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1954c		RefSeq	CDS	2201223	2201744	522	-		173		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2446c		RefSeq	CDS	2745767	2746138	372	-		123		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1109c		RefSeq	CDS	1235457	1236095	639	-		212		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1273c		RefSeq	misc_feature	1423901	1423936	36	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0384c		RefSeq	misc_feature	461364	461387	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1929c		RefSeq	CDS	2181262	2181906	645	-		214		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0456c		RefSeq	CDS	545889	546803	915	-		304	echA2	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1394c		RefSeq	CDS	1569584	1570969	1386	-		461	cyp132	cytochrome P450 132				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1070c		RefSeq	CDS	1194270	1195043	774	-		257	echA8	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0207c		RefSeq	CDS	247384	248112	729	-		242		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3575c		RefSeq	CDS	4017089	4018168	1080	-		359		transcriptional regulatory protein LacI-family				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2198c		RefSeq	CDS	2462148	2463047	900	-		299	mmpS3	membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3907c		RefSeq	misc_feature	4393002	4393052	51	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3039c		RefSeq	CDS	3399419	3400183	765	-		254	echA17	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0217c		RefSeq	CDS	259923	260831	909	-		302	lipW	esterase LipW				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2136c		RefSeq	CDS	2396008	2396838	831	-		276	uppP	undecaprenyl pyrophosphate phosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3419c		RefSeq	CDS	3837555	3838589	1035	-		344	gcp	putative DNA-binding/iron metalloprotein/AP endonuclease				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3708c		RefSeq	CDS	4151180	4152217	1038	-		345	asd	aspartate-semialdehyde dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1880c		RefSeq	CDS	2130541	2131857	1317	-		438	cyp140	cytochrome p450 140 CYP140				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3534c		RefSeq	CDS	3972552	3973592	1041	-		346		4-hydroxy-2-ketovalerate aldolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0973c		RefSeq	CDS	1083747	1085750	2004	-		667	accA2	acetyl-/propionyl-coenzyme A carboxylase subunit alpha				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3237c		RefSeq	CDS	3613121	3613603	483	-		160		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2151c		RefSeq	CDS	2409697	2410641	945	-		314	ftsQ	cell division protein FtsQ				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2864c		RefSeq	misc_feature	3175775	3175798	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0330c		RefSeq	CDS	395347	396087	741	-		246		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1441c		RefSeq	CDS	1618209	1619684	1476	-		491	PE_PGRS26	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2902c		RefSeq	CDS	3212162	3212956	795	-		264	rnhB	ribonuclease HII				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0428c		RefSeq	CDS	516895	517803	909	-		302		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1033c		RefSeq	CDS	1157963	1158736	774	-		257	trcR	two component transcriptional regulator TRCR				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0565c		RefSeq	CDS	656010	657470	1461	-		486		monooxygenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3252c		RefSeq	CDS	3630738	3631988	1251	-		416	alkB	transmembrane alkane 1-monooxygenase AlkB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2364c		RefSeq	CDS	2645771	2646673	903	-		300	era	GTP-binding protein Era				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1231c		RefSeq	CDS	1374322	1374864	543	-		180		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1151c		RefSeq	CDS	1278904	1279617	714	-		237		NAD-dependent deacetylase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3194c		RefSeq	CDS	3563264	3564286	1023	-		340		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2120c		RefSeq	CDS	2379245	2379727	483	-		160		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0823c		RefSeq	CDS	916477	917646	1170	-		389		transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3672c		RefSeq	misc_feature	4113977	4114039	63	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2030c		RefSeq	CDS	2276441	2278486	2046	-		681		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1818c		RefSeq	misc_feature	2061286	2061360	75	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0541c		RefSeq	misc_feature	633667	633801	135	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2907c		RefSeq	CDS	3216361	3216891	531	-		176	rimM	16S rRNA-processing protein RimM				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2633c		RefSeq	CDS	2959335	2959820	486	-		161		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1272c		RefSeq	misc_feature	1420995	1421018	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2625c		RefSeq	misc_feature	2952288	2952317	30	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2833c		RefSeq	CDS	3139174	3140484	1311	-		436	ugpB	sn-glycerol-3-phosphate-binding lipoprotein UGPB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2146c		RefSeq	CDS	2405666	2405956	291	-		96		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3482c		RefSeq	CDS	3901324	3902106	783	-		260		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2172c		RefSeq	CDS	2433631	2434536	906	-		301		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1985c		RefSeq	CDS	2228991	2229902	912	-		303		chromosome replication initiation inhibitor protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2785c		RefSeq	misc_feature	3093542	3093634	93	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0017c		RefSeq	CDS	20231	21640	1410	-		469	rodA	cell division protein RodA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3418c		RefSeq	misc_feature	3837199	3837273	75	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1737c		RefSeq	CDS	1964183	1965370	1188	-		395	narK2	nitrate/nitrite transporter NarK2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2678c		RefSeq	misc_feature	2994589	2994636	48	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2390c		RefSeq	CDS	2683709	2684266	558	-		185		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0870c		RefSeq	CDS	967344	967733	390	-		129		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3800c		RefSeq	misc_feature	4260265	4260315	51	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3473c		RefSeq	CDS	3889948	3890733	786	-		261	bpoA	peroxidase BpoA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3442c		RefSeq	CDS	3861495	3861950	456	-		151	rpsI	30S ribosomal protein S9				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2411c		RefSeq	CDS	2708310	2709965	1656	-		551		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2501c		RefSeq	misc_feature	2816380	2816424	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0657c		RefSeq	CDS	753462	753617	156	-		51		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0265c		RefSeq	CDS	316511	317503	993	-		330		periplasmic IRON-transport lipoprotein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0755c		RefSeq	CDS	848103	850040	1938	-		645	PPE12	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0575c		RefSeq	CDS	668579	669745	1167	-		388		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0690c		RefSeq	CDS	790024	791073	1050	-		349		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3665c		RefSeq	CDS	4104531	4105457	927	-		308	dppB	peptide ABC transporter transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1246c		RefSeq	CDS	1388685	1388978	294	-		97		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3385c		RefSeq	CDS	3799635	3799943	309	-		102		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3093c		RefSeq	CDS	3461760	3462764	1005	-		334		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1329c		RefSeq	misc_feature	1499022	1499045	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2479c		RefSeq	CDS	2784657	2785697	1041	-		346		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1897c		RefSeq	CDS	2144451	2144882	432	-		143		D-tyrosyl-tRNA(Tyr) deacylase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2502c		RefSeq	CDS	2816885	2818474	1590	-		529	accD1	acetyl-/propionyl-CoA carboxylase subunit beta				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0213c		RefSeq	CDS	254637	255950	1314	-		437		methyltransferase (methylase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2860c		RefSeq	CDS	3171627	3173000	1374	-		457	glnA4	glutamine synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0455c		RefSeq	CDS	545375	545821	447	-		148		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3591c		RefSeq	CDS	4033269	4034042	774	-		257		hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2378c		RefSeq	CDS	2656408	2657703	1296	-		431	mbtG	lysine-N-oxygenase MBTG (L-lysine 6-monooxygenase) (lysine N6-hydroxylase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2524c		RefSeq	CDS	2840123	2849332	9210	-		3069	fas	fatty acid synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3419c		RefSeq	misc_feature	3838233	3838295	63	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3335c		RefSeq	CDS	3721731	3722600	870	-		289		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0021c		RefSeq	CDS	25913	26881	969	-		322		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3487c		RefSeq	CDS	3906174	3907007	834	-		277	lipF	esterase/lipase LipF				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1745c		RefSeq	CDS	1971380	1971991	612	-		203	idi	isopentenyl-diphosphate delta-isomerase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2677c		RefSeq	CDS	2992634	2993992	1359	-		452	hemY	protoporphyrinogen oxidase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2178c		RefSeq	CDS	2440332	2441720	1389	-		462	aroG	3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0978c		RefSeq	CDS	1093361	1094356	996	-		331	PE_PGRS17	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3696c		RefSeq	misc_feature	4139282	4139320	39	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2776c		RefSeq	CDS	3083374	3084303	930	-		309		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2418c		RefSeq	CDS	2716395	2717138	744	-		247		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3881c		RefSeq	CDS	4360543	4361925	1383	-		460		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0181c		RefSeq	CDS	212277	213011	735	-		244		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1926c		RefSeq	CDS	2178957	2179436	480	-		159	mpt63	immunogenic protein MPT63 (antigen MPT63/MPB63) (16 kDa immunoprotective extracellular protein)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2737c		RefSeq	CDS	3049052	3051424	2373	-		790	recA	DNA recombination protein RecA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1138c		RefSeq	CDS	1265472	1266488	1017	-		338		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1491c		RefSeq	CDS	1681208	1681966	759	-		252		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3333c		RefSeq	CDS	3719937	3720782	846	-		281		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2660c		RefSeq	CDS	2980963	2981190	228	-		75		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1919c		RefSeq	CDS	2171061	2171525	465	-		154		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1674c		RefSeq	CDS	1899260	1899916	657	-		218		transcriptional regulatory protein				
